"age"	"workclass"	"fntwgt"	"education"	"educationNum"	"maritalStatus"	"occupation"	"relationship"	"race"	"sex"	"capitalGain"	"capitalLoss"	"hoursPerWeek"	"nativeCountry"	"salary"	"salres"
41	"Private"	93885	"Some-college"	10	"Divorced"	"Sales"	"Unmarried"	"White"	"Female"	0	0	48	"United-States"	"<=50K"	0
44	"Self-emp-inc"	269733	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	30	"United-States"	"<=50K"	0
37	"State-gov"	160910	"Doctorate"	16	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
50	"Private"	462966	"10th"	6	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	0	0	8	"El-Salvador"	"<=50K"	0
18	"Private"	205894	"11th"	7	"Never-married"	"Sales"	"Own-child"	"White"	"Male"	0	0	15	"United-States"	"<=50K"	0
35	"Private"	234271	"Some-college"	10	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
37	"Private"	340599	"11th"	7	"Separated"	"Other-service"	"Unmarried"	"Black"	"Female"	0	0	40	"United-States"	"<=50K"	0
40	"Private"	79372	"HS-grad"	9	"Divorced"	"Sales"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
25	"Private"	171818	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Own-child"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
47	"Private"	323798	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	15024	0	55	"United-States"	">50K"	1
46	"Private"	174209	"HS-grad"	9	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
26	"Private"	214413	"Some-college"	10	"Never-married"	"Craft-repair"	"Own-child"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
57	"Self-emp-inc"	125000	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	35	"United-States"	">50K"	1
33	"Private"	177331	"Assoc-voc"	11	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
41	"Private"	279297	"HS-grad"	9	"Never-married"	"Sales"	"Not-in-family"	"Black"	"Female"	0	0	60	"United-States"	"<=50K"	0
26	"Private"	109080	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
31	"Private"	186144	"7th-8th"	4	"Never-married"	"Machine-op-inspct"	"Not-in-family"	"Other"	"Female"	0	0	40	"Mexico"	"<=50K"	0
49	"Private"	236586	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
43	"Private"	55294	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
24	"Private"	186213	"Some-college"	10	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	0	0	50	"United-States"	">50K"	1
50	"State-gov"	161075	"HS-grad"	9	"Widowed"	"Tech-support"	"Unmarried"	"Black"	"Female"	0	0	40	"United-States"	"<=50K"	0
30	"Private"	154120	"Bachelors"	13	"Never-married"	"Sales"	"Not-in-family"	"White"	"Male"	0	0	65	"United-States"	"<=50K"	0
29	"Private"	183061	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Amer-Indian-Eskimo"	"Male"	0	0	48	"United-States"	"<=50K"	0
37	"Private"	230408	"HS-grad"	9	"Divorced"	"Other-service"	"Not-in-family"	"Black"	"Female"	0	0	20	"United-States"	"<=50K"	0
21	"Private"	122322	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	0	0	60	"United-States"	"<=50K"	0
58	"Private"	159378	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
22	"Private"	162869	"Some-college"	10	"Never-married"	"Sales"	"Other-relative"	"White"	"Male"	0	0	65	"United-States"	"<=50K"	0
26	"Private"	388812	"Some-college"	10	"Never-married"	"Sales"	"Not-in-family"	"Black"	"Male"	0	0	35	"United-States"	"<=50K"	0
28	"Private"	183780	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	1740	40	"United-States"	"<=50K"	0
27	"Private"	215873	"HS-grad"	9	"Never-married"	"Machine-op-inspct"	"Own-child"	"Black"	"Male"	0	0	40	"United-States"	"<=50K"	0
34	"Private"	473133	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
50	"Local-gov"	191025	"Masters"	14	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Female"	4650	0	70	"United-States"	"<=50K"	0
42	"Private"	231813	"11th"	7	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
46	"Private"	309212	"HS-grad"	9	"Divorced"	"Priv-house-serv"	"Not-in-family"	"White"	"Female"	0	0	25	"United-States"	"<=50K"	0
31	"Private"	325658	"HS-grad"	9	"Divorced"	"Craft-repair"	"Unmarried"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
31	"State-gov"	190305	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
53	"Private"	158294	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	7298	0	40	"United-States"	">50K"	1
35	"Private"	239755	"Bachelors"	13	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Male"	0	0	38	"United-States"	"<=50K"	0
29	"Private"	152461	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Unmarried"	"White"	"Female"	14344	0	50	"United-States"	">50K"	1
20	"Private"	66917	"11th"	7	"Married-civ-spouse"	"Farming-fishing"	"Own-child"	"White"	"Male"	0	0	40	"Mexico"	"<=50K"	0
47	"Private"	431515	"Assoc-voc"	11	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
48	"Private"	47686	"11th"	7	"Married-civ-spouse"	"Other-service"	"Wife"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
53	"Private"	126977	"HS-grad"	9	"Separated"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	35	"United-States"	"<=50K"	0
44	"Private"	103459	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Wife"	"White"	"Female"	0	0	40	"United-States"	">50K"	1
42	"Private"	155469	"Assoc-acdm"	12	"Widowed"	"Tech-support"	"Unmarried"	"White"	"Female"	0	0	24	"United-States"	"<=50K"	0
28	"State-gov"	445824	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	0	0	50	"United-States"	">50K"	1
47	"Private"	362835	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	60	"United-States"	">50K"	1
42	"Self-emp-inc"	187702	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	2415	60	"United-States"	">50K"	1
27	"Private"	146460	"Some-college"	10	"Never-married"	"Machine-op-inspct"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
40	"Private"	166662	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	15024	0	45	"United-States"	">50K"	1
34	"Private"	299507	"Assoc-voc"	11	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
41	"Self-emp-not-inc"	355918	"Bachelors"	13	"Separated"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	35	"United-States"	"<=50K"	0
58	"Private"	137547	"Bachelors"	13	"Married-civ-spouse"	"Other-service"	"Husband"	"Asian-Pac-Islander"	"Male"	0	0	40	"South"	"<=50K"	0
48	"Self-emp-not-inc"	397466	"Some-college"	10	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
59	"Private"	99131	"HS-grad"	9	"Widowed"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	18	"United-States"	"<=50K"	0
32	"Private"	175413	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Other-relative"	"Black"	"Female"	0	0	40	"Jamaica"	"<=50K"	0
47	"Private"	151584	"HS-grad"	9	"Divorced"	"Sales"	"Own-child"	"White"	"Male"	0	1876	40	"United-States"	"<=50K"	0
49	"Private"	199448	"Assoc-voc"	11	"Divorced"	"Sales"	"Unmarried"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
26	"Local-gov"	211497	"Some-college"	10	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
35	"Self-emp-inc"	175769	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	65	"United-States"	">50K"	1
37	"Private"	355856	"Bachelors"	13	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Asian-Pac-Islander"	"Male"	0	0	40	"Cambodia"	">50K"	1
50	"Private"	175804	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
19	"Private"	92863	"HS-grad"	9	"Never-married"	"Sales"	"Own-child"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
32	"Private"	192565	"11th"	7	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	55	"United-States"	"<=50K"	0
39	"Private"	98776	"Some-college"	10	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	0	0	50	"United-States"	">50K"	1
29	"State-gov"	301582	"Some-college"	10	"Married-civ-spouse"	"Protective-serv"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
39	"Self-emp-not-inc"	48063	"Some-college"	10	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
31	"Federal-gov"	59732	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"Amer-Indian-Eskimo"	"Male"	0	0	40	"United-States"	"<=50K"	0
48	"Federal-gov"	328606	"HS-grad"	9	"Divorced"	"Handlers-cleaners"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
37	"Private"	143058	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
54	"State-gov"	44172	"HS-grad"	9	"Separated"	"Exec-managerial"	"Unmarried"	"White"	"Female"	0	0	38	"United-States"	"<=50K"	0
51	"Self-emp-inc"	338260	"Prof-school"	15	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	15024	0	60	"United-States"	">50K"	1
26	"Private"	162312	"Some-college"	10	"Never-married"	"Adm-clerical"	"Not-in-family"	"Asian-Pac-Islander"	"Male"	0	0	20	"Philippines"	"<=50K"	0
52	"Federal-gov"	43705	"Some-college"	10	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
40	"Private"	111067	"Bachelors"	13	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	0	80	"United-States"	">50K"	1
17	"Private"	566049	"10th"	6	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	0	0	8	"United-States"	"<=50K"	0
33	"Self-emp-not-inc"	281030	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	0	0	94	"United-States"	"<=50K"	0
41	"Private"	175674	"Bachelors"	13	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
67	"State-gov"	160158	"Some-college"	10	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	0	0	8	"United-States"	"<=50K"	0
60	"Local-gov"	195453	"Assoc-voc"	11	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	60	"United-States"	">50K"	1
47	"Private"	225456	"HS-grad"	9	"Never-married"	"Tech-support"	"Other-relative"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
18	"Private"	238401	"Some-college"	10	"Never-married"	"Sales"	"Own-child"	"White"	"Female"	0	0	25	"United-States"	"<=50K"	0
30	"Private"	203488	"Some-college"	10	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
33	"Self-emp-not-inc"	235271	"Bachelors"	13	"Divorced"	"Sales"	"Not-in-family"	"White"	"Male"	0	0	50	"United-States"	">50K"	1
40	"Private"	130834	"Some-college"	10	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
26	"Private"	213258	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
45	"Federal-gov"	358242	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
57	"Self-emp-not-inc"	184553	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	50	"United-States"	">50K"	1
23	"Private"	161478	"Some-college"	10	"Never-married"	"Sales"	"Own-child"	"Asian-Pac-Islander"	"Female"	0	0	40	"United-States"	"<=50K"	0
51	"Private"	53838	"Bachelors"	13	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
23	"Federal-gov"	216853	"Assoc-voc"	11	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	0	25	"United-States"	"<=50K"	0
36	"Private"	154669	"Bachelors"	13	"Never-married"	"Exec-managerial"	"Own-child"	"White"	"Male"	0	0	55	"United-States"	"<=50K"	0
42	"Private"	289636	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"White"	"Male"	0	0	46	"United-States"	"<=50K"	0
46	"Local-gov"	377622	"HS-grad"	9	"Married-civ-spouse"	"Other-service"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
26	"Private"	357933	"Some-college"	10	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Female"	0	0	15	"United-States"	"<=50K"	0
20	"Private"	38620	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
44	"Private"	179136	"HS-grad"	9	"Never-married"	"Sales"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
22	"State-gov"	190625	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
53	"Self-emp-inc"	290640	"Some-college"	10	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	0	50	"United-States"	">50K"	1
53	"Federal-gov"	105788	"Bachelors"	13	"Divorced"	"Exec-managerial"	"Unmarried"	"Black"	"Female"	0	0	50	"United-States"	">50K"	1
27	"Private"	204098	"10th"	6	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	30	"United-States"	"<=50K"	0
19	"Private"	172368	"11th"	7	"Never-married"	"Transport-moving"	"Own-child"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
44	"Local-gov"	189956	"Bachelors"	13	"Married-civ-spouse"	"Protective-serv"	"Wife"	"Black"	"Female"	15024	0	40	"United-States"	">50K"	1
22	"Private"	401762	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	55	"United-States"	"<=50K"	0
64	"Private"	192596	"HS-grad"	9	"Widowed"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	30	"United-States"	"<=50K"	0
31	"Private"	207685	"HS-grad"	9	"Never-married"	"Other-service"	"Unmarried"	"Black"	"Female"	0	0	34	"United-States"	"<=50K"	0
19	"Private"	197748	"11th"	7	"Divorced"	"Sales"	"Unmarried"	"White"	"Female"	0	0	20	"United-States"	"<=50K"	0
20	"Private"	266525	"Some-college"	10	"Never-married"	"Prof-specialty"	"Other-relative"	"Black"	"Female"	594	0	20	"United-States"	"<=50K"	0
23	"State-gov"	368739	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
17	"Private"	287160	"11th"	7	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	0	0	15	"United-States"	"<=50K"	0
51	"Self-emp-not-inc"	155963	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	55	"United-States"	"<=50K"	0
48	"Private"	36177	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
19	"Private"	349620	"10th"	6	"Never-married"	"Machine-op-inspct"	"Own-child"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
31	"State-gov"	78291	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
43	"Local-gov"	153132	"Masters"	14	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	15024	0	40	"United-States"	">50K"	1
54	"Federal-gov"	75235	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	5178	0	40	"United-States"	">50K"	1
25	"Private"	202091	"HS-grad"	9	"Never-married"	"Exec-managerial"	"Own-child"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
64	"Self-emp-not-inc"	159938	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	2635	0	24	"Italy"	"<=50K"	0
39	"Local-gov"	316582	"Masters"	14	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	55	"United-States"	"<=50K"	0
50	"Self-emp-inc"	207246	"Some-college"	10	"Separated"	"Exec-managerial"	"Unmarried"	"White"	"Female"	0	0	75	"United-States"	"<=50K"	0
38	"Private"	301743	"HS-grad"	9	"Divorced"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	35	"United-States"	"<=50K"	0
46	"Private"	129007	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	0	1977	40	"United-States"	">50K"	1
21	"State-gov"	173324	"Some-college"	10	"Never-married"	"Other-service"	"Own-child"	"Black"	"Male"	0	0	20	"United-States"	"<=50K"	0
51	"Private"	148431	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
26	"Private"	378322	"11th"	7	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
42	"Self-emp-not-inc"	196514	"Some-college"	10	"Never-married"	"Prof-specialty"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
56	"Private"	91262	"HS-grad"	9	"Married-civ-spouse"	"Transport-moving"	"Husband"	"Asian-Pac-Islander"	"Male"	0	0	45	"United-States"	"<=50K"	0
45	"Private"	149640	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
41	"Federal-gov"	253770	"Some-college"	10	"Married-civ-spouse"	"Transport-moving"	"Wife"	"White"	"Female"	7298	0	40	"United-States"	">50K"	1
49	"Private"	149049	"Some-college"	10	"Divorced"	"Exec-managerial"	"Not-in-family"	"White"	"Male"	14344	0	45	"United-States"	">50K"	1
51	"Private"	145114	"HS-grad"	9	"Divorced"	"Adm-clerical"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
26	"Private"	108019	"HS-grad"	9	"Never-married"	"Craft-repair"	"Own-child"	"White"	"Male"	3325	0	40	"United-States"	"<=50K"	0
59	"Private"	230899	"9th"	5	"Separated"	"Machine-op-inspct"	"Unmarried"	"White"	"Female"	0	0	40	"Mexico"	"<=50K"	0
28	"Private"	96226	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	45	"United-States"	"<=50K"	0
25	"Private"	193820	"Masters"	14	"Never-married"	"Prof-specialty"	"Own-child"	"White"	"Female"	0	0	35	"United-States"	"<=50K"	0
41	"Local-gov"	47902	"Bachelors"	13	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
32	"Private"	42485	"HS-grad"	9	"Divorced"	"Craft-repair"	"Unmarried"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
54	"Private"	28683	"HS-grad"	9	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	3464	0	40	"United-States"	"<=50K"	0
28	"Private"	76313	"Some-college"	10	"Married-civ-spouse"	"Craft-repair"	"Husband"	"Amer-Indian-Eskimo"	"Male"	0	0	60	"United-States"	"<=50K"	0
21	"Private"	72593	"HS-grad"	9	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
55	"Private"	193374	"Some-college"	10	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
28	"Private"	30912	"HS-grad"	9	"Married-civ-spouse"	"Adm-clerical"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
26	"Private"	189238	"9th"	5	"Never-married"	"Other-service"	"Own-child"	"White"	"Female"	0	0	38	"El-Salvador"	"<=50K"	0
41	"Self-emp-not-inc"	197176	"Bachelors"	13	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	0	0	75	"United-States"	">50K"	1
39	"Private"	102953	"Bachelors"	13	"Married-civ-spouse"	"Sales"	"Husband"	"White"	"Male"	7298	0	55	"United-States"	">50K"	1
23	"Private"	343019	"10th"	6	"Never-married"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
43	"Self-emp-not-inc"	311177	"Some-college"	10	"Never-married"	"Transport-moving"	"Not-in-family"	"Black"	"Male"	0	0	30	"United-States"	"<=50K"	0
42	"Private"	341204	"Assoc-acdm"	12	"Divorced"	"Prof-specialty"	"Unmarried"	"White"	"Female"	8614	0	40	"United-States"	">50K"	1
44	"Private"	98211	"Bachelors"	13	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
68	"Private"	76371	"HS-grad"	9	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	0	45	"United-States"	">50K"	1
50	"Self-emp-not-inc"	54261	"HS-grad"	9	"Married-civ-spouse"	"Farming-fishing"	"Husband"	"White"	"Male"	0	0	84	"United-States"	"<=50K"	0
30	"Self-emp-inc"	117570	"HS-grad"	9	"Divorced"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	60	"United-States"	"<=50K"	0
29	"Private"	228346	"Assoc-voc"	11	"Never-married"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	50	"United-States"	"<=50K"	0
35	"Private"	320451	"Masters"	14	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"Asian-Pac-Islander"	"Male"	0	0	65	"Hong"	">50K"	1
26	"Federal-gov"	171928	"Assoc-voc"	11	"Never-married"	"Craft-repair"	"Own-child"	"White"	"Male"	0	0	50	"Japan"	"<=50K"	0
40	"Private"	94080	"Assoc-acdm"	12	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
29	"Self-emp-inc"	266070	"Bachelors"	13	"Divorced"	"Prof-specialty"	"Not-in-family"	"White"	"Female"	0	0	80	"United-States"	"<=50K"	0
18	"Self-emp-not-inc"	40293	"HS-grad"	9	"Never-married"	"Farming-fishing"	"Other-relative"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
63	"Self-emp-inc"	165667	"HS-grad"	9	"Married-civ-spouse"	"Exec-managerial"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
18	"Private"	122775	"HS-grad"	9	"Never-married"	"Other-service"	"Own-child"	"White"	"Male"	0	0	35	"United-States"	"<=50K"	0
46	"Local-gov"	160187	"Masters"	14	"Widowed"	"Exec-managerial"	"Unmarried"	"Black"	"Female"	0	0	35	"United-States"	"<=50K"	0
31	"Private"	291702	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
35	"Private"	361888	"Assoc-acdm"	12	"Married-civ-spouse"	"Tech-support"	"Husband"	"White"	"Male"	0	0	40	"United-States"	">50K"	1
22	"Private"	110684	"HS-grad"	9	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
37	"Private"	216924	"HS-grad"	9	"Married-civ-spouse"	"Handlers-cleaners"	"Husband"	"White"	"Male"	0	0	44	"United-States"	">50K"	1
17	"Private"	209949	"11th"	7	"Never-married"	"Sales"	"Own-child"	"White"	"Female"	0	1602	12	"United-States"	"<=50K"	0
17	"Private"	32607	"10th"	6	"Never-married"	"Farming-fishing"	"Own-child"	"White"	"Male"	0	0	20	"United-States"	"<=50K"	0
23	"Private"	145651	"Some-college"	10	"Never-married"	"Sales"	"Own-child"	"Black"	"Female"	0	0	20	"United-States"	"<=50K"	0
23	"Private"	218782	"10th"	6	"Never-married"	"Handlers-cleaners"	"Other-relative"	"Other"	"Male"	0	0	40	"United-States"	"<=50K"	0
52	"Private"	35576	"HS-grad"	9	"Widowed"	"Craft-repair"	"Not-in-family"	"White"	"Male"	0	0	40	"United-States"	"<=50K"	0
29	"Private"	107998	"HS-grad"	9	"Divorced"	"Machine-op-inspct"	"Own-child"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
23	"Private"	278254	"HS-grad"	9	"Married-civ-spouse"	"Machine-op-inspct"	"Husband"	"Black"	"Male"	0	0	45	"United-States"	"<=50K"	0
20	"Private"	47791	"12th"	8	"Divorced"	"Other-service"	"Not-in-family"	"White"	"Female"	0	0	10	"United-States"	"<=50K"	0
18	"Private"	231193	"12th"	8	"Never-married"	"Machine-op-inspct"	"Own-child"	"White"	"Male"	0	0	30	"United-States"	"<=50K"	0
31	"Private"	265509	"Assoc-voc"	11	"Separated"	"Tech-support"	"Unmarried"	"Black"	"Female"	0	0	32	"United-States"	"<=50K"	0
25	"Private"	197303	"Bachelors"	13	"Never-married"	"Prof-specialty"	"Own-child"	"White"	"Female"	0	0	40	"United-States"	"<=50K"	0
17	"Private"	127366	"11th"	7	"Never-married"	"Sales"	"Own-child"	"White"	"Female"	0	0	8	"United-States"	"<=50K"	0
21	"Self-emp-not-inc"	409230	"Some-college"	10	"Never-married"	"Adm-clerical"	"Own-child"	"White"	"Male"	0	0	30	"United-States"	"<=50K"	0
30	"Self-emp-not-inc"	173854	"HS-grad"	9	"Married-civ-spouse"	"Craft-repair"	"Husband"	"White"	"Male"	0	0	60	"United-States"	"<=50K"	0
34	"Self-emp-not-inc"	196791	"Assoc-acdm"	12	"Married-civ-spouse"	"Prof-specialty"	"Wife"	"White"	"Female"	0	0	25	"United-States"	">50K"	1
34	"Self-emp-not-inc"	226296	"HS-grad"	9	"Married-civ-spouse"	"Prof-specialty"	"Husband"	"White"	"Male"	0	0	51	"United-States"	"<=50K"	0
