"F7"	"FC5"	"T."	"P7"	"O1"	"FC6"	"F8"	"eyeDetect"
4022.56	4117.95	4352.31	4630.26	4105.13	4208.21	4612.31	1
4006.15	4113.33	4342.05	4616.41	4045.64	4184.1	4610.77	0
3986.15	4108.21	4330.77	4609.23	4064.1	4207.18	4590.26	1
3980	4108.72	4329.74	4596.41	4035.9	4210.26	4592.31	1
4046.15	4135.9	4341.03	4624.62	4107.69	4186.15	4574.87	1
3988.21	4120.51	4328.21	4619.49	4056.41	4206.67	4617.44	0
3989.23	4108.21	4325.64	4616.92	4107.18	4169.74	4608.72	1
4005.13	4123.59	4335.38	4616.92	4085.13	4200.51	4606.67	1
4015.9	4110.26	4344.1	4608.21	4066.15	4203.08	4611.28	1
4016.41	4122.05	4342.05	4615.38	4047.18	4198.97	4621.54	1
4004.1	4101.03	4327.69	4616.41	4059.49	4196.41	4596.41	0
4008.72	4133.85	4343.08	4631.28	4082.56	4191.28	4602.05	1
4004.1	4111.79	4341.03	4615.38	4060	4186.15	4611.79	1
4005.64	4136.92	4351.79	4625.64	4071.79	4211.28	4601.54	1
4028.21	4113.33	4340.51	4613.85	4056.92	4181.03	4578.97	0
3983.08	4108.72	4331.79	4614.36	4070.26	4195.38	4574.87	0
4015.38	4119.49	4347.18	4620	4069.74	4204.62	4601.54	0
3972.82	4098.46	4333.33	4616.92	4074.36	4218.46	4617.44	1
4014.87	4120	4338.46	4614.87	4059.49	4195.9	4581.54	1
4010.26	4105.64	4336.92	4626.15	4067.18	4194.36	4597.95	0
4004.62	4121.54	4337.44	4603.08	4051.79	4190.26	4608.21	1
4026.67	4105.64	4349.74	4617.95	4097.44	4213.85	4611.28	1
4013.33	4114.36	4351.28	4616.92	4073.85	4214.36	4612.31	0
4011.28	4113.85	4343.59	4617.44	4053.85	4198.46	4620	1
3973.33	4107.18	4336.41	4618.46	4068.72	4194.87	4586.15	0
4009.74	4105.64	4335.38	4602.56	4038.46	4199.49	4602.56	1
4029.23	4131.28	4354.87	4623.59	4069.23	4196.41	4572.31	0
3990.77	4119.49	4315.9	4628.72	4085.64	4188.21	4609.74	1
3995.38	4131.79	4323.59	4612.31	4058.46	4210.77	4605.13	1
4023.08	4122.56	4335.9	4620	4069.74	4193.33	4595.38	0
3974.87	4120	4332.82	4623.59	4047.69	4209.23	4603.59	0
3957.44	4106.67	4325.64	4615.38	4081.54	4185.64	4609.23	1
3993.33	4105.64	4325.13	4597.95	4091.79	4207.69	4616.92	1
3979.49	4102.56	4332.82	4604.62	4054.87	4210.26	4590.77	1
3975.9	4099.49	4340.51	4612.82	4097.95	4213.85	4606.67	1
4040	4125.13	4353.33	4616.92	4107.18	4226.67	4625.64	1
4023.59	4113.85	4348.72	4628.21	4075.9	4205.64	4599.49	1
4009.74	4140.51	4343.59	4614.87	4051.79	4168.72	4605.13	1
4042.56	4112.31	4351.28	4616.41	4068.72	4196.92	4607.18	0
4023.08	4120	4350.77	4596.92	4100.51	4208.72	4604.62	0
4006.67	4113.33	4330.77	4622.05	4075.9	4198.97	4602.56	1
3998.97	4124.1	4354.87	4630.77	4094.36	4218.46	4629.23	0
3982.56	4133.33	4345.13	4629.23	4062.05	4203.59	4597.95	0
4002.56	4117.95	4335.38	4617.95	4089.23	4208.21	4601.54	1
4022.05	4123.08	4331.28	4618.46	4085.13	4194.36	4590.77	0
3959.49	4110.26	4339.49	4628.72	4056.41	4208.72	4607.18	0
3978.46	4101.03	4342.05	4615.38	4057.95	4189.23	4586.67	0
4010.26	4111.28	4337.44	4629.74	4081.03	4200.51	4591.79	0
4004.62	4119.49	4343.08	4616.92	4064.1	4181.03	4613.85	1
3986.67	4097.95	4331.79	4612.82	4070.26	4197.44	4583.08	0
4012.31	4111.28	4342.05	4624.62	4067.69	4208.72	4593.85	1
3961.03	4106.67	4340.51	4629.23	4073.33	4205.64	4609.23	0
3982.56	4106.67	4322.05	4618.97	4086.67	4206.67	4594.87	0
4007.18	4117.95	4332.82	4619.49	4065.64	4176.92	4579.49	0
3990.26	4113.33	4335.38	4609.74	4055.38	4173.33	4569.74	0
3985.64	4108.21	4332.31	4611.28	4061.03	4207.18	4596.41	1
3982.56	4105.64	4333.85	4600.51	4056.41	4210.77	4595.9	1
4009.74	4122.56	4349.74	4632.82	4083.59	4208.72	4613.85	0
4010.77	4130.26	4344.62	4621.54	4081.54	4188.21	4581.03	1
3980.51	4137.95	4343.08	4629.74	4053.33	4207.18	4594.87	0
4000	4124.62	4346.15	4629.23	4069.23	4215.38	4631.28	0
4023.08	4114.87	4338.97	4623.08	4105.13	4207.18	4617.44	1
4004.62	4120.51	4329.74	4611.79	4078.97	4188.21	4586.67	1
4005.13	4116.41	4334.36	4605.13	4044.62	4201.54	4578.97	1
4002.56	4135.38	4341.03	4618.97	4059.49	4193.85	4603.08	1
3997.44	4094.87	4332.31	4602.05	4050.77	4193.33	4613.85	1
3974.87	4103.59	4333.85	4613.85	4072.82	4193.33	4594.87	1
3994.36	4105.13	4327.18	4604.62	4055.9	4171.79	4594.87	1
3987.18	4123.08	4339.49	4600	4056.92	4205.13	4593.85	1
4009.74	4108.21	4343.08	4616.92	4040.51	4196.92	4586.67	1
4016.92	4130.77	4342.56	4620	4084.1	4207.18	4601.54	1
4007.69	4129.23	4346.67	4634.36	4075.9	4211.79	4590.77	0
3998.97	4120.51	4334.87	4621.03	4066.67	4218.97	4621.03	0
3986.15	4092.31	4324.62	4612.82	4071.79	4206.15	4605.13	1
4009.74	4129.23	4336.92	4621.54	4081.03	4194.36	4594.36	0
4008.72	4125.13	4355.9	4629.74	4074.36	4205.13	4605.13	0
3958.97	4101.03	4332.31	4617.95	4067.18	4200.51	4613.85	0
3992.82	4104.62	4323.59	4597.95	4054.87	4201.54	4592.31	1
4013.85	4137.44	4325.64	4615.9	4065.13	4179.49	4582.05	0
3994.87	4109.23	4330.77	4620	4068.72	4204.1	4604.1	0
4008.21	4122.05	4338.46	4616.92	4054.87	4194.36	4568.21	1
3991.79	4104.1	4333.85	4617.95	4068.21	4203.08	4604.62	0
3986.15	4126.67	4343.59	4615.38	4062.05	4202.56	4604.1	0
4050.77	4136.92	4347.69	4630.77	4069.23	4176.41	4608.72	0
3976.41	4107.18	4332.82	4602.05	4055.38	4190.26	4584.1	0
3971.79	4098.46	4338.97	4607.18	4072.82	4191.28	4591.28	1
4026.67	4116.92	4342.05	4620	4080.51	4199.49	4607.18	0
4007.69	4124.1	4352.31	4632.31	4085.64	4195.9	4595.9	0
3985.64	4123.08	4327.69	4597.95	4039.49	4203.08	4590.77	1
3977.95	4104.62	4342.56	4621.03	4064.62	4200.51	4609.23	0
3980	4117.44	4315.9	4610.77	4040	4178.46	4598.46	1
3975.9	4120.51	4331.28	4615.9	4060	4197.44	4604.1	0
3992.82	4116.92	4335.9	4617.95	4048.72	4170.77	4603.08	0
3979.49	4106.15	4322.56	4610.77	4063.08	4192.82	4576.92	1
4004.62	4136.92	4338.97	4608.72	4085.13	4217.95	4622.56	0
4004.1	4128.21	4334.87	4616.41	4060	4200.51	4595.38	1
4000.51	4111.79	4333.85	4615.38	4052.82	4195.9	4602.05	0
3984.62	4112.82	4322.56	4618.46	4058.46	4202.56	4609.23	0
3987.69	4104.62	4321.03	4599.49	4053.33	4212.31	4598.97	1
4008.21	4118.97	4351.28	4624.1	4077.44	4222.05	4634.36	1
4017.95	4098.97	4347.69	4624.1	4107.18	4209.23	4617.44	1
4020	4109.23	4347.18	4617.44	4051.28	4204.1	4610.26	1
4044.62	4115.38	4337.44	4626.15	4074.36	4198.97	4605.13	0
4008.72	4143.59	4354.87	4636.92	4075.38	4213.33	4593.85	0
3973.85	4109.23	4331.28	4601.03	4040.51	4201.03	4579.49	1
4013.33	4137.95	4344.1	4624.62	4075.38	4189.23	4587.18	0
4009.74	4124.62	4327.69	4603.59	4054.87	4185.13	4594.87	1
4000	4108.72	4334.36	4613.85	4063.08	4208.21	4610.26	1
3988.21	4134.36	4347.18	4629.74	4085.13	4213.33	4621.03	0
4017.95	4110.77	4334.36	4623.08	4060	4200.51	4599.49	0
3981.54	4102.56	4332.82	4606.15	4051.79	4199.49	4601.03	0
3994.87	4120	4334.87	4615.9	4070.77	4207.18	4591.79	1
4011.28	4120.51	4332.82	4616.92	4062.05	4210.26	4609.74	1
4006.15	4126.15	4338.97	4617.44	4075.38	4219.49	4603.08	0
4006.15	4138.46	4349.74	4629.23	4056.92	4224.1	4620.51	0
3989.23	4130.26	4334.87	4611.28	4070.77	4200.51	4611.28	0
3984.62	4123.59	4329.74	4602.56	4044.1	4203.59	4590.77	1
3971.79	4130.26	4342.05	4629.74	4058.97	4196.92	4596.41	0
4016.41	4125.13	4331.79	4598.97	4055.9	4190.26	4596.41	1
4000.51	4089.23	4344.62	4632.31	4090.26	4211.28	4611.28	0
3986.15	4122.05	4335.9	4617.44	4057.95	4210.26	4617.44	0
4010.77	4127.18	4347.69	4617.44	4082.56	4200.51	4578.97	0
4028.72	4127.69	4334.87	4620.51	4055.9	4175.9	4574.36	0
3985.64	4135.38	4343.08	4621.03	4078.97	4196.92	4595.9	0
3993.33	4098.46	4331.79	4621.03	4045.64	4195.9	4599.49	0
4043.59	4142.05	4350.77	4620.51	4072.31	4207.69	4608.72	1
3986.67	4123.08	4335.9	4607.69	4042.56	4205.64	4605.13	0
3997.44	4129.23	4324.1	4601.54	4068.72	4212.82	4614.87	0
4024.62	4123.08	4357.95	4607.69	4091.28	4197.95	4598.46	0
4002.05	4127.69	4333.33	4613.33	4051.28	4207.69	4586.67	1
4002.56	4124.62	4338.97	4607.18	4043.08	4198.97	4606.67	1
3990.77	4124.1	4338.46	4615.38	4047.69	4180.51	4606.67	0
4001.03	4112.82	4332.31	4605.64	4062.05	4187.18	4603.59	1
4034.87	4138.46	4351.28	4640	4087.69	4200	4627.18	0
3977.44	4106.67	4323.08	4607.18	4047.18	4193.33	4574.36	1
3962.05	4118.97	4342.56	4637.95	4088.72	4218.46	4623.08	0
4022.05	4118.97	4339.49	4613.33	4051.79	4208.21	4627.18	1
4012.31	4115.9	4345.13	4615.9	4076.92	4200.51	4600	0
3953.33	4118.46	4336.92	4629.23	4064.1	4216.92	4607.69	0
3987.18	4092.82	4323.59	4601.03	4089.74	4194.36	4590.26	1
3971.79	4113.85	4330.26	4618.97	4058.97	4196.92	4603.08	0
3979.49	4105.13	4342.56	4625.13	4077.44	4208.72	4602.05	0
4014.36	4114.36	4333.85	4615.38	4041.03	4204.62	4622.05	1
4017.95	4121.03	4341.54	4616.41	4072.31	4187.18	4600	0
4005.64	4113.33	4321.54	4609.74	4051.28	4196.41	4578.46	1
4002.05	4108.72	4350.77	4624.1	4081.54	4189.74	4586.67	0
3989.23	4128.21	4338.97	4612.82	4074.36	4217.95	4613.33	0
4021.03	4118.46	4337.44	4615.9	4066.67	4213.33	4615.9	0
4023.59	4120.51	4334.36	4615.38	4063.59	4199.49	4600.51	0
3990.77	4116.92	4334.36	4634.36	4094.87	4205.64	4598.97	0
4000	4112.82	4332.31	4610.77	4053.33	4190.77	4581.03	1
4009.23	4123.08	4327.18	4600.51	4055.9	4182.05	4591.79	1
3986.15	4113.85	4344.1	4614.36	4067.18	4195.9	4598.46	0
3972.82	4132.82	4337.95	4631.28	4069.23	4200	4600	0
4013.85	4138.46	4363.08	4633.85	4096.41	4220.51	4632.82	1
4012.31	4109.74	4338.97	4603.08	4038.46	4187.69	4604.62	1
3974.87	4136.41	4337.44	4631.28	4057.95	4213.33	4630.26	0
3991.79	4109.23	4336.41	4617.95	4043.59	4205.13	4588.72	0
4006.67	4140	4350.77	4616.41	4067.18	4209.74	4594.87	0
3989.23	4122.05	4321.54	4616.41	4056.41	4198.46	4598.97	0
4011.79	4105.64	4326.15	4616.92	4078.97	4186.15	4573.85	0
3996.41	4111.28	4343.59	4605.64	4073.85	4200.51	4615.9	1
4012.82	4111.79	4327.69	4618.97	4084.62	4187.18	4581.54	0
3990.26	4116.92	4327.18	4601.03	4040	4182.56	4578.46	1
4004.62	4122.56	4356.92	4633.85	4111.79	4223.08	4611.28	1
3981.03	4121.54	4342.56	4626.15	4072.31	4195.9	4601.03	0
3989.23	4108.21	4325.13	4613.85	4041.03	4187.69	4596.41	0
4002.05	4121.54	4349.23	4628.21	4082.56	4207.69	4603.08	0
3992.31	4110.26	4318.46	4609.74	4039.49	4184.1	4597.95	1
3996.41	4112.31	4341.54	4615.38	4062.56	4215.9	4609.74	0
3994.36	4141.03	4348.21	4618.97	4076.41	4205.13	4608.21	0
3969.74	4088.72	4329.74	4610.26	4062.05	4189.23	4595.38	1
4004.1	4116.41	4341.54	4620.51	4056.41	4201.54	4606.15	0
3992.31	4110.26	4327.69	4627.69	4066.15	4221.54	4626.67	0
3996.41	4122.56	4337.44	4617.44	4057.44	4205.64	4609.23	0
3978.97	4107.69	4339.49	4617.44	4054.36	4204.1	4607.69	0
3974.87	4116.41	4332.82	4605.13	4072.82	4189.74	4575.38	0
3989.74	4095.38	4328.21	4615.9	4082.56	4209.23	4595.9	1
3955.9	4120	4341.03	4631.79	4055.9	4214.87	4613.85	0
4017.95	4121.54	4332.82	4614.87	4071.28	4189.74	4598.97	0
3998.46	4131.28	4326.67	4606.15	4053.33	4203.08	4602.56	1
3973.33	4113.85	4337.44	4613.33	4093.33	4185.64	4565.13	1
3963.59	4106.67	4336.41	4628.72	4074.36	4209.23	4612.31	0
3998.46	4110.26	4334.36	4606.67	4068.72	4194.87	4629.23	1
4005.64	4109.23	4338.46	4618.97	4051.28	4195.9	4605.64	0
3990.77	4106.67	4342.05	4621.54	4057.95	4180.51	4593.33	0
4007.69	4126.67	4344.62	4625.64	4082.05	4190.77	4589.74	0
4008.72	4109.23	4340	4612.82	4048.21	4207.18	4627.18	1
4022.05	4116.41	4337.95	4628.21	4057.44	4193.85	4610.26	1
4002.05	4122.56	4338.97	4615.9	4061.03	4211.79	4613.33	0
4009.74	4124.62	4341.03	4625.13	4056.92	4197.44	4615.38	0
3990.26	4104.62	4341.54	4617.44	4072.31	4173.33	4599.49	1
4003.08	4124.1	4328.72	4608.72	4064.1	4183.59	4586.67	1
4006.67	4129.23	4346.15	4618.97	4058.46	4210.77	4612.31	0
3987.18	4106.15	4330.77	4606.15	4061.54	4211.28	4596.92	1
3990.26	4121.54	4326.15	4610.26	4070.26	4202.56	4600	0
4026.15	4127.69	4346.67	4611.79	4040	4202.56	4594.36	1
4009.23	4131.28	4345.64	4628.21	4061.03	4209.74	4601.54	0
4014.36	4122.05	4343.08	4634.36	4088.72	4198.46	4608.21	0
4048.72	4120	4338.97	4620	4060.51	4188.21	4601.03	0
4012.31	4127.18	4335.38	4617.95	4076.41	4202.56	4603.59	1
4030.26	4136.92	4340	4617.44	4074.87	4202.05	4604.62	1
3985.64	4105.13	4345.13	4621.54	4071.79	4195.38	4603.08	0
4011.28	4125.13	4334.87	4622.05	4068.21	4202.56	4611.28	0
3996.92	4134.87	4326.67	4611.79	4034.87	4193.85	4608.72	1
3995.9	4106.15	4342.05	4621.54	4074.87	4202.56	4594.36	0
3999.49	4099.49	4349.23	4629.74	4065.13	4205.64	4605.64	0
3986.15	4123.08	4349.74	4624.1	4087.69	4192.82	4585.64	1
3996.92	4113.33	4344.62	4619.49	4050.26	4208.21	4607.69	1
3992.31	4107.69	4343.08	4622.56	4078.97	4210.77	4595.38	0
4017.95	4138.46	4333.33	4602.05	4054.36	4185.13	4584.1	1
3995.9	4107.18	4337.95	4615.9	4053.33	4187.69	4588.72	0
4011.79	4123.59	4337.44	4617.95	4052.31	4203.08	4602.56	1
3984.62	4106.15	4325.13	4613.33	4049.23	4170.26	4585.64	0
4019.49	4135.38	4356.41	4639.49	4087.18	4226.15	4617.44	0
4009.23	4126.15	4354.36	4622.56	4092.82	4212.82	4604.1	1
3964.1	4088.72	4331.28	4615.38	4066.15	4194.36	4605.64	1
3995.9	4122.05	4341.03	4635.9	4062.05	4222.05	4611.79	0
3993.33	4107.18	4327.69	4618.46	4054.87	4205.13	4615.38	0
4011.28	4112.31	4340	4609.23	4047.69	4202.56	4596.41	1
4048.72	4121.03	4342.05	4630.77	4075.9	4212.82	4612.31	0
4006.15	4125.64	4345.13	4614.87	4055.9	4208.72	4609.74	0
4022.05	4140.51	4349.74	4612.31	4058.46	4201.54	4612.31	1
4007.69	4122.56	4345.13	4636.92	4092.82	4198.46	4604.62	1
4017.95	4106.15	4329.74	4615.9	4056.41	4189.74	4590.26	0
3976.41	4106.67	4330.26	4614.36	4054.87	4168.72	4571.28	0
4008.72	4121.54	4342.56	4608.72	4080	4209.74	4605.13	1
4026.67	4123.59	4349.74	4624.1	4090.77	4196.92	4586.67	0
4006.15	4120.51	4342.56	4616.92	4087.18	4207.69	4602.05	1
4001.54	4116.92	4335.38	4616.92	4074.36	4190.77	4566.15	0
4018.46	4126.67	4340	4628.72	4088.21	4210.77	4613.85	0
4024.1	4124.62	4336.41	4617.95	4073.85	4206.67	4609.23	0
3982.05	4108.72	4328.72	4610.77	4067.69	4212.31	4589.23	1
4000.51	4104.62	4345.13	4624.1	4092.31	4205.64	4603.08	0
3995.9	4118.46	4346.15	4614.36	4077.95	4179.49	4582.05	0
4000	4110.26	4335.9	4618.97	4050.26	4189.74	4609.74	0
3974.87	4097.95	4318.97	4606.15	4047.18	4177.95	4572.82	1
4021.54	4124.62	4346.67	4614.87	4050.77	4196.92	4593.85	1
3992.31	4092.82	4330.77	4615.9	4087.18	4215.9	4602.05	0
4017.95	4105.64	4344.1	4619.49	4066.15	4197.95	4596.92	0
3989.23	4104.1	4332.82	4604.62	4058.97	4183.59	4570.77	0
4021.54	4125.64	4344.62	4606.15	4050.26	4195.9	4589.23	0
4021.03	4113.33	4342.05	4621.54	4063.59	4195.38	4592.82	0
4006.15	4110.77	4334.87	4613.85	4044.1	4191.28	4609.23	1
4017.44	4118.46	4340.51	4623.08	4075.38	4200.51	4602.05	0
4002.05	4108.21	4338.97	4616.92	4059.49	4182.05	4609.74	1
3969.74	4106.67	4324.62	4600	4073.33	4180.51	4605.13	1
3987.18	4104.62	4327.18	4612.31	4062.56	4207.69	4596.92	1
4020	4111.28	4337.95	4613.85	4053.33	4190.77	4579.49	1
4020	4123.59	4334.87	4612.82	4053.85	4191.79	4574.36	1
4000.51	4132.31	4357.44	4629.23	4062.56	4201.54	4601.54	1
4000.51	4118.97	4343.59	4614.36	4068.72	4201.03	4632.82	1
4025.64	4121.03	4334.87	4595.9	4084.62	4178.97	4604.1	0
3989.23	4106.67	4316.92	4598.97	4043.59	4190.77	4587.18	1
3990.77	4115.38	4338.46	4603.59	4046.15	4186.15	4568.72	0
3993.85	4128.72	4332.31	4614.36	4058.46	4201.03	4598.46	1
4005.64	4122.05	4329.23	4613.85	4045.64	4191.79	4610.77	1
4002.56	4117.44	4341.54	4612.31	4062.56	4193.85	4601.54	1
3972.82	4096.92	4320.51	4606.67	4074.36	4188.21	4580.51	0
4016.41	4109.23	4328.72	4615.38	4057.44	4175.9	4596.41	0
4032.31	4109.23	4344.62	4618.46	4060.51	4188.21	4582.56	0
4011.79	4120	4346.67	4614.36	4069.74	4216.41	4607.69	0
4023.59	4126.67	4340	4616.92	4065.13	4194.36	4609.74	0
4007.18	4111.28	4337.95	4613.85	4062.56	4203.59	4588.21	1
4012.31	4121.54	4330.77	4620	4078.46	4204.62	4607.69	0
4002.56	4113.33	4323.59	4600.51	4061.54	4187.18	4594.87	1
3976.92	4111.28	4336.92	4623.08	4042.05	4201.54	4594.36	0
4005.64	4122.56	4334.36	4603.59	4059.49	4180	4578.97	1
3975.38	4112.31	4332.82	4611.28	4055.38	4208.21	4594.87	1
4039.49	4137.95	4329.74	4602.05	4057.44	4211.28	4619.49	0
3987.69	4107.18	4340.51	4623.59	4071.79	4207.18	4595.38	0
3994.87	4104.62	4330.26	4628.21	4063.08	4218.97	4629.23	0
4008.21	4109.74	4341.03	4622.05	4098.46	4189.23	4573.85	0
3971.79	4109.23	4327.69	4607.69	4073.33	4191.79	4608.72	1
4005.13	4130.26	4334.36	4607.18	4103.08	4205.64	4612.31	0
4009.74	4118.46	4336.41	4625.64	4084.1	4204.1	4609.23	1
3989.23	4113.85	4337.44	4609.74	4057.95	4185.64	4578.46	0
4013.85	4140	4341.03	4617.44	4082.05	4177.95	4603.08	1
4039.49	4114.87	4347.18	4624.1	4072.31	4201.03	4604.1	0
3978.97	4105.13	4327.18	4604.62	4058.46	4205.13	4591.79	1
3966.15	4117.95	4328.72	4617.44	4083.59	4189.23	4623.59	1
3983.08	4105.64	4340.51	4625.64	4080	4203.08	4591.28	0
3965.13	4103.08	4325.13	4609.23	4077.44	4185.13	4574.87	0
3964.62	4105.13	4326.67	4615.9	4054.36	4203.08	4589.74	0
3971.28	4092.82	4335.38	4617.95	4062.05	4176.41	4584.1	0
3991.28	4123.59	4334.87	4606.15	4072.31	4208.21	4594.87	1
4016.41	4123.59	4345.64	4622.05	4084.1	4212.82	4600.51	0
3994.36	4123.59	4338.46	4612.31	4058.46	4196.92	4602.05	1
4008.72	4138.97	4336.41	4618.46	4088.72	4178.46	4602.05	1
4015.9	4102.56	4335.38	4602.56	4042.56	4218.46	4623.08	1
3986.67	4104.1	4329.74	4608.72	4061.54	4213.33	4598.97	1
4008.21	4106.67	4337.95	4624.1	4076.92	4209.74	4602.05	0
4000	4107.69	4351.79	4629.74	4101.03	4209.74	4614.87	1
3988.21	4132.82	4341.03	4614.36	4048.72	4191.28	4589.74	0
3993.85	4128.72	4350.26	4632.31	4090.77	4226.67	4636.41	0
4013.85	4134.36	4360	4636.41	4107.69	4217.95	4605.64	1
3986.15	4086.67	4328.72	4598.97	4046.67	4192.82	4608.21	1
4030.77	4136.41	4350.77	4638.97	4082.56	4207.18	4636.92	0
4002.05	4121.54	4330.26	4617.95	4061.03	4219.49	4614.87	1
3982.05	4107.69	4329.74	4611.28	4046.15	4198.97	4595.38	0
4009.23	4113.85	4332.82	4618.46	4075.38	4205.64	4585.13	0
3988.72	4119.49	4337.95	4616.41	4062.05	4181.54	4592.31	1
3978.97	4089.74	4326.67	4615.9	4075.38	4210.26	4602.56	1
4014.87	4142.05	4355.9	4619.49	4064.62	4217.95	4628.21	1
3982.56	4125.13	4342.05	4612.82	4074.87	4206.15	4603.59	0
3976.92	4110.26	4338.46	4622.56	4069.74	4202.56	4616.41	0
3985.13	4083.08	4326.15	4608.72	4053.85	4173.85	4581.03	0
4009.23	4126.67	4332.82	4597.95	4059.49	4182.05	4588.72	1
4004.1	4119.49	4337.95	4618.97	4075.38	4190.77	4593.33	0
3986.15	4119.49	4347.18	4632.31	4085.64	4221.03	4619.49	0
4006.67	4104.62	4336.92	4621.03	4064.1	4198.46	4593.33	0
4002.05	4118.97	4331.28	4626.67	4068.72	4179.49	4578.46	0
4020.51	4116.41	4328.72	4602.56	4069.23	4201.03	4604.62	0
4015.9	4127.18	4337.44	4611.79	4066.15	4210.26	4613.33	1
3992.31	4118.46	4330.26	4614.36	4051.79	4195.9	4601.03	1
3993.85	4106.15	4327.69	4606.67	4048.21	4178.97	4604.62	1
3994.36	4102.56	4342.05	4624.62	4083.08	4211.28	4602.56	0
4010.77	4113.33	4345.13	4620.51	4071.79	4211.79	4618.46	1
4007.69	4108.72	4335.38	4624.1	4075.38	4189.23	4584.1	0
3987.69	4108.21	4337.95	4615.38	4057.44	4200	4600.51	0
4001.03	4124.1	4352.82	4625.64	4054.87	4211.79	4598.97	0
4005.64	4115.9	4346.15	4619.49	4076.41	4205.13	4595.9	0
4007.18	4123.59	4338.46	4629.23	4069.74	4185.13	4583.59	0
4020	4139.49	4345.64	4624.1	4077.44	4194.36	4609.74	1
4005.64	4123.08	4344.62	4615.9	4058.46	4184.1	4615.9	1
3980.51	4105.64	4327.69	4612.82	4079.49	4191.28	4576.41	0
3987.18	4088.72	4340.51	4611.28	4071.79	4193.85	4617.95	1
3993.85	4120.51	4336.92	4624.62	4072.82	4190.77	4577.44	0
4001.54	4117.44	4341.03	4615.38	4069.23	4213.33	4613.33	0
3983.59	4105.64	4331.28	4615.38	4096.92	4172.31	4614.87	1
3997.95	4105.64	4319.49	4601.54	4083.08	4187.69	4592.82	1
4005.13	4103.59	4331.28	4606.15	4044.62	4198.97	4605.64	1
3994.87	4112.82	4327.18	4627.69	4075.38	4206.67	4624.62	0
3994.87	4118.46	4336.41	4621.54	4077.44	4196.92	4595.38	0
4018.97	4117.95	4329.74	4614.87	4087.69	4190.26	4577.95	0
4034.36	4124.62	4347.18	4623.08	4108.72	4221.03	4623.08	1
3990.26	4132.31	4346.15	4619.49	4046.67	4202.05	4591.79	1
4004.1	4101.54	4330.26	4612.82	4044.62	4190.77	4583.08	1
3987.18	4100.51	4327.69	4617.95	4082.56	4203.59	4591.79	1
4037.44	4116.92	4344.62	4617.95	4065.13	4197.95	4597.44	0
4031.28	4136.92	4352.31	4629.74	4084.62	4195.38	4579.49	1
3974.87	4091.28	4325.64	4596.41	4040	4188.72	4585.64	0
4020	4112.82	4333.85	4616.92	4053.85	4194.36	4613.33	1
4004.62	4103.59	4335.38	4621.54	4058.97	4197.95	4596.41	1
4042.56	4145.13	4348.21	4625.13	4067.69	4197.44	4597.44	1
4012.31	4117.95	4357.44	4629.23	4103.08	4224.1	4625.13	1
4046.15	4117.95	4351.28	4616.41	4059.49	4174.36	4593.85	0
3991.28	4107.18	4334.36	4600	4038.46	4201.03	4596.41	1
4026.67	4122.05	4345.13	4631.28	4060.51	4201.54	4608.21	0
3987.69	4105.13	4341.54	4617.44	4058.97	4185.13	4594.87	0
3998.46	4120	4333.85	4600	4076.41	4202.56	4607.69	0
3990.26	4105.13	4337.95	4617.44	4069.23	4206.67	4595.38	0
3965.64	4095.9	4328.72	4613.85	4062.56	4189.23	4580.51	1
4011.28	4112.82	4332.31	4615.38	4073.33	4195.38	4580	0
3998.46	4099.49	4333.85	4619.49	4057.95	4185.64	4588.72	0
3995.38	4116.41	4336.41	4620.51	4087.18	4195.9	4587.18	1
3990.26	4139.49	4347.69	4630.26	4086.15	4206.67	4610.77	0
3986.67	4108.21	4343.08	4625.13	4068.72	4196.92	4595.38	0
3971.28	4092.82	4327.18	4607.18	4056.92	4207.69	4589.74	1
4009.74	4124.62	4349.23	4599.49	4084.62	4223.08	4628.21	0
3971.79	4106.15	4340.51	4606.15	4063.08	4189.23	4594.36	1
4006.67	4121.03	4343.59	4617.44	4072.31	4201.54	4586.67	0
4012.31	4115.9	4329.23	4616.41	4063.08	4186.67	4587.69	0
3987.69	4120.51	4325.13	4617.44	4070.77	4178.46	4587.18	0
3993.85	4136.41	4336.41	4625.13	4050.26	4195.38	4621.54	1
4022.56	4113.85	4350.26	4633.33	4084.1	4207.18	4603.59	1
3998.46	4111.79	4349.23	4618.46	4098.97	4210.77	4610.26	1
3972.31	4115.38	4335.38	4615.38	4038.97	4205.64	4598.46	0
4006.15	4138.46	4327.69	4610.26	4036.92	4196.41	4612.82	1
4012.82	4114.87	4341.54	4627.69	4056.92	4195.9	4593.85	0
3961.54	4114.36	4318.97	4616.92	4059.49	4196.41	4585.13	1
4044.62	4119.49	4343.08	4631.28	4077.44	4206.15	4603.08	0
3988.72	4109.23	4332.82	4614.36	4072.82	4194.87	4593.33	0
4035.38	4122.05	4353.33	4625.13	4105.64	4225.13	4623.08	1
4014.36	4125.13	4346.15	4630.26	4083.59	4198.46	4605.64	0
4031.28	4126.67	4331.28	4613.85	4050.26	4207.18	4603.59	0
3987.18	4103.08	4345.13	4615.38	4062.56	4216.92	4617.95	0
3980.51	4110.77	4361.03	4636.92	4085.13	4225.64	4634.36	1
4036.92	4122.05	4346.67	4613.85	4101.03	4222.05	4629.23	1
3994.36	4134.87	4326.15	4618.46	4074.87	4196.92	4602.05	1
