"status_type"	"status_published"	"num_reactions"	"num_comments"	"num_shares"	"num_likes"	"num_loves"	"num_wows"	"num_hahas"	"num_sads"	"num_angrys"	"status_date"	"status_time"	"Cluster"
2	"5/15/2018 23:19"	350	24	2	346	4	0	0	0	0	513	405	2
2	"1/9/2018 3:14"	22	3	0	21	1	0	0	0	0	74	450	2
2	"1/15/2017 9:45"	156	2	0	151	5	0	0	0	0	18	793	2
2	"6/3/2013 7:08"	13	0	1	13	0	0	0	0	0	602	646	2
2	"6/28/2017 8:26"	1	0	0	1	0	0	0	0	0	599	720	2
2	"10/30/2012 4:25"	18	0	0	18	0	0	0	0	0	139	510	2
4	"1/23/2018 5:03"	3	0	0	3	0	0	0	0	0	37	541	2
2	"5/30/2018 8:04"	46	0	2	46	0	0	0	0	0	546	700	2
2	"12/1/2016 12:35"	387	8	0	375	9	3	0	0	0	225	193	2
2	"6/7/2018 23:52"	69	8	0	60	0	2	0	1	6	614	431	2
2	"10/23/2012 8:16"	27	5	0	27	0	0	0	0	0	116	711	2
4	"2/22/2018 1:06"	198	473	112	109	87	1	0	1	0	329	54	2
2	"5/5/2018 2:21"	34	8	0	33	1	0	0	0	0	552	252	2
4	"3/12/2018 1:06"	237	507	225	155	80	0	0	1	1	368	54	2
2	"11/14/2017 2:46"	8	0	0	8	0	0	0	0	0	172	277	2
2	"6/9/2018 7:11"	14	0	0	14	0	0	0	0	0	618	649	2
2	"3/5/2016 21:47"	348	3	2	345	2	1	0	0	0	429	334	2
2	"2/28/2018 1:04"	11	1	0	8	2	0	0	1	0	347	52	2
2	"6/13/2013 1:13"	81	5	0	81	0	0	0	0	0	568	61	2
2	"3/20/2018 2:37"	86	13	0	81	5	0	0	0	0	392	268	2
4	"1/21/2018 22:52"	82	1	1	79	3	0	0	0	0	34	384	2
2	"10/17/2012 8:59"	53	36	0	53	0	0	0	0	0	96	752	2
2	"5/6/2018 2:10"	30	0	0	29	0	1	0	0	0	555	243	2
2	"10/14/2017 1:07"	5	0	0	5	0	0	0	0	0	87	55	2
2	"9/22/2017 8:40"	10	1	0	10	0	0	0	0	0	789	734	2
2	"4/8/2018 21:39"	67	31	0	66	1	0	0	0	0	495	329	2
2	"4/5/2017 22:52"	214	1	0	208	5	1	0	0	0	486	384	2
2	"3/22/2017 21:06"	489	3	0	480	6	3	0	0	0	397	314	2
2	"12/12/2017 2:56"	36	3	0	35	1	0	0	0	0	231	287	2
2	"12/19/2017 4:27"	14	5	0	13	1	0	0	0	0	252	512	2
2	"12/29/2017 22:46"	9	0	0	9	0	0	0	0	0	279	378	2
2	"10/31/2016 0:53"	239	9	3	235	2	2	0	0	0	144	41	2
2	"1/5/2016 2:45"	307	18	0	307	0	0	0	0	0	64	276	2
2	"10/23/2016 20:41"	77	0	1	73	0	0	0	4	0	119	300	2
2	"9/19/2016 5:19"	168	1	1	160	6	2	0	0	0	777	554	2
2	"11/6/2017 7:46"	12	2	0	12	0	0	0	0	0	218	682	2
2	"11/14/2013 10:47"	339	30	0	339	0	0	0	0	0	171	134	2
2	"10/16/2012 7:29"	33	6	0	33	0	0	0	0	0	92	667	2
4	"12/1/2017 7:18"	2	0	0	2	0	0	0	0	0	226	656	2
2	"12/17/2017 7:22"	44	0	0	43	1	0	0	0	0	245	660	2
1	"11/21/2017 4:00"	334	0	20	333	1	0	0	0	0	192	489	2
2	"2/14/2018 5:02"	76	11	0	71	4	0	0	1	0	305	540	2
2	"7/31/2016 3:51"	230	6	0	222	6	2	0	0	0	668	481	2
4	"11/18/2017 8:26"	8	0	0	8	0	0	0	0	0	183	720	2
4	"1/20/2018 1:03"	281	809	171	181	97	1	2	0	0	33	51	2
2	"8/14/2012 0:47"	19	9	0	19	0	0	0	0	0	688	36	2
4	"10/6/2014 7:40"	748	38	12	748	0	0	0	0	0	150	677	2
2	"2/14/2018 10:58"	940	49	1	862	40	38	0	0	0	305	142	2
2	"7/28/2012 7:32"	19	1	0	19	0	0	0	0	0	658	670	2
4	"11/12/2017 2:13"	2	0	0	2	0	0	0	0	0	168	246	2
2	"12/2/2016 1:12"	304	13	0	294	9	1	0	0	0	254	60	2
2	"5/29/2013 8:17"	65	2	0	65	0	0	0	0	0	541	712	2
4	"3/1/2016 4:48"	40	2	4	39	1	0	0	0	0	360	528	2
2	"5/11/2018 8:06"	11	0	0	10	1	0	0	0	0	504	702	2
3	"12/2/2015 6:38"	68	9	1	68	0	0	0	0	0	253	618	2
4	"12/16/2017 7:15"	3	0	0	3	0	0	0	0	0	242	653	2
2	"7/18/2012 9:31"	23	5	0	23	0	0	0	0	0	634	781	2
2	"10/18/2016 22:12"	46	0	0	46	0	0	0	0	0	101	353	2
2	"9/6/2012 2:03"	25	0	0	25	0	0	0	0	0	820	236	2
4	"7/30/2017 10:38"	4	1	0	4	0	0	0	0	0	665	127	2
2	"1/30/2018 8:08"	5	1	0	5	0	0	0	0	0	58	704	2
2	"11/3/2017 20:55"	186	3	0	179	4	3	0	0	0	206	306	2
2	"3/16/2018 5:22"	7	0	0	7	0	0	0	0	0	378	557	2
2	"5/23/2018 4:35"	38	5	0	37	0	1	0	0	0	533	520	2
4	"1/28/2014 0:00"	327	9	0	327	0	0	0	0	0	48	1	2
2	"6/10/2017 6:00"	218	4	0	212	5	1	0	0	0	563	586	2
2	"6/2/2018 1:25"	43	1	2	42	1	0	0	0	0	579	72	2
1	"9/24/2016 2:03"	46	3	1	44	2	0	0	0	0	795	236	2
2	"8/20/2017 0:35"	30	0	2	29	0	1	0	0	0	703	27	2
4	"11/14/2017 7:58"	189	410	112	137	50	0	2	0	0	172	694	2
4	"11/7/2016 0:35"	119	8	2	113	5	1	0	0	0	220	27	2
4	"4/27/2018 0:58"	245	305	185	209	35	1	0	0	0	476	46	2
2	"3/27/2018 22:01"	43	0	20	42	1	0	0	0	0	411	344	2
4	"6/1/2018 5:15"	0	0	0	0	0	0	0	0	0	562	551	2
2	"6/12/2018 1:04"	529	226	5	515	5	9	0	0	0	567	52	2
4	"6/10/2018 1:02"	146	303	221	73	69	2	1	0	1	564	50	2
2	"12/16/2017 22:57"	16	0	0	16	0	0	0	0	0	242	388	2
4	"12/9/2017 5:59"	5	0	0	5	0	0	0	0	0	291	585	2
2	"9/14/2016 4:04"	105	3	3	101	3	1	0	0	0	767	493	2
2	"2/2/2013 8:24"	44	10	0	44	0	0	0	0	0	321	718	2
2	"7/22/2016 2:34"	166	0	0	162	3	1	0	0	0	644	265	2
2	"5/28/2018 22:51"	8	0	0	7	1	0	0	0	0	540	383	2
2	"2/14/2018 6:47"	5	0	1	5	0	0	0	0	0	305	626	2
2	"12/29/2017 8:39"	21	2	0	21	0	0	0	0	0	279	733	2
4	"1/31/2018 7:49"	3	0	0	3	0	0	0	0	0	61	685	2
4	"12/14/2017 8:32"	2	0	0	2	0	0	0	0	0	236	726	2
4	"4/30/2018 7:58"	51	80	15	45	5	1	0	0	0	483	694	2
4	"6/8/2018 1:45"	134	360	65	107	27	0	0	0	0	617	88	2
2	"9/4/2012 9:58"	22	5	0	22	0	0	0	0	0	814	803	2
4	"2/25/2016 22:15"	68	3	3	63	3	0	2	0	0	338	355	2
2	"12/7/2017 4:34"	14	3	0	14	0	0	0	0	0	288	519	2
2	"4/22/2013 0:00"	7	1	2	7	0	0	0	0	0	465	1	2
4	"1/10/2018 7:12"	1	0	0	1	0	0	0	0	0	4	650	2
2	"12/21/2015 8:57"	117	0	0	117	0	0	0	0	0	259	750	2
2	"11/30/2017 4:43"	36	2	0	34	0	0	0	2	0	208	524	2
2	"9/6/2012 23:17"	9	6	0	9	0	0	0	0	0	820	403	2
2	"3/23/2018 22:26"	10	0	0	10	0	0	0	0	0	401	362	2
2	"12/20/2017 8:38"	9	0	0	9	0	0	0	0	0	257	732	2
4	"12/16/2017 8:28"	0	0	0	0	0	0	0	0	0	242	722	2
2	"8/27/2012 10:29"	49	10	0	49	0	0	0	0	0	721	119	2
4	"11/20/2017 7:42"	6	0	0	6	0	0	0	0	0	191	679	2
2	"12/9/2017 7:36"	24	0	0	24	0	0	0	0	0	291	674	2
2	"9/5/2012 4:15"	28	6	0	28	0	0	0	0	0	818	501	2
2	"11/11/2017 7:46"	13	1	0	13	0	0	0	0	0	167	682	2
4	"11/2/2013 23:42"	559	22	7	559	0	0	0	0	0	186	424	2
2	"9/5/2017 13:11"	134	20	4	98	0	4	32	0	0	819	206	2
2	"11/20/2016 6:34"	117	5	1	117	0	0	0	0	0	190	615	2
4	"10/9/2013 12:43"	87	25	4	87	0	0	0	0	0	159	195	2
2	"5/12/2013 5:16"	16	2	0	16	0	0	0	0	0	505	552	2
2	"6/4/2018 8:12"	42	2	1	42	0	0	0	0	0	607	707	2
2	"12/24/2017 7:33"	11	0	0	11	0	0	0	0	0	272	671	2
4	"5/30/2018 7:01"	181	366	150	150	30	1	0	0	0	546	639	2
2	"4/29/2018 8:19"	62	0	0	62	0	0	0	0	0	478	714	2
4	"5/21/2018 1:05"	89	255	142	63	22	2	2	0	0	529	53	2
4	"11/17/2017 2:01"	13	0	0	13	0	0	0	0	0	181	235	2
2	"7/29/2017 8:56"	4	0	0	4	0	0	0	0	0	662	749	2
2	"1/11/2016 1:56"	385	16	191	385	0	0	0	0	0	6	97	2
2	"5/20/2018 5:13"	174	66	1	173	1	0	0	0	0	527	549	2
4	"4/1/2018 5:16"	332	100	30	303	23	1	5	0	0	440	552	2
2	"12/23/2012 3:11"	0	0	0	0	0	0	0	0	0	266	447	2
3	"3/14/2018 21:19"	331	6	0	327	1	3	0	0	0	370	319	2
2	"9/27/2017 3:00"	333	256	12	324	5	4	0	0	0	803	438	2
2	"11/23/2017 22:58"	151	19	2	147	2	2	0	0	0	195	389	2
2	"8/22/2012 23:23"	39	6	0	39	0	0	0	0	0	707	409	2
2	"12/2/2017 4:45"	36	3	1	34	2	0	0	0	0	255	526	2
4	"11/14/2017 4:26"	1	0	0	1	0	0	0	0	0	172	511	2
2	"3/1/2017 1:13"	9	0	2	6	2	0	1	0	0	361	61	2
4	"1/20/2014 9:59"	325	36	0	325	0	0	0	0	0	32	804	2
4	"6/8/2018 21:50"	58	0	14	58	0	0	0	0	0	617	337	2
2	"12/9/2017 4:38"	21	0	0	20	1	0	0	0	0	291	522	2
2	"1/6/2018 8:01"	27	0	1	27	0	0	0	0	0	68	697	2
4	"4/15/2016 19:28"	105	12	0	103	1	1	0	0	0	450	232	2
4	"11/10/2017 7:07"	13	0	0	13	0	0	0	0	0	165	645	2
4	"4/22/2018 6:56"	151	218	230	112	34	3	2	0	0	467	634	2
2	"10/25/2017 22:29"	190	0	31	171	0	0	0	19	0	125	365	2
2	"6/7/2018 22:09"	26	0	0	26	0	0	0	0	0	614	351	2
2	"1/15/2018 12:01"	94	9	1	90	0	3	0	1	0	19	179	2
4	"3/28/2018 6:32"	158	623	155	114	37	1	2	2	2	412	613	2
2	"11/5/2017 2:39"	7	1	0	6	1	0	0	0	0	215	270	2
2	"9/11/2013 3:34"	21	22	0	21	0	0	0	0	0	758	467	2
3	"5/2/2018 2:18"	43	0	1	42	1	0	0	0	0	526	249	2
2	"4/24/2013 23:52"	45	14	0	45	0	0	0	0	0	470	431	2
3	"9/10/2017 3:07"	265	82	0	256	1	0	0	8	0	757	443	2
2	"10/1/2012 3:32"	16	10	2	16	0	0	0	0	0	75	465	2
2	"2/6/2018 4:57"	66	14	1	66	0	0	0	0	0	353	535	2
2	"2/8/2016 5:36"	246	5	1	246	0	0	0	0	0	356	569	2
2	"9/20/2017 9:47"	648	13	0	627	18	3	0	0	0	783	795	2
2	"10/30/2012 7:15"	25	1	0	25	0	0	0	0	0	139	653	2
2	"3/4/2013 0:47"	57	7	0	57	0	0	0	0	0	425	36	2
2	"8/16/2016 8:29"	177	7	1	173	2	2	0	0	0	692	723	2
2	"5/1/2018 7:27"	148	15	1	140	2	6	0	0	0	499	665	2
2	"4/29/2018 7:37"	29	0	0	29	0	0	0	0	0	478	675	2
4	"7/9/2017 5:03"	23	3	0	23	0	0	0	0	0	676	541	2
2	"7/26/2012 3:41"	28	7	0	28	0	0	0	0	0	653	471	2
2	"1/10/2018 8:31"	18	0	0	17	1	0	0	0	0	4	725	2
2	"5/30/2018 0:59"	71	10	49	68	1	2	0	0	0	546	47	2
2	"8/14/2012 8:39"	16	1	0	16	0	0	0	0	0	688	733	2
4	"1/8/2018 7:02"	1	0	0	1	0	0	0	0	0	73	640	2
4	"2/23/2014 8:52"	395	16	0	395	0	0	0	0	0	330	746	2
1	"3/16/2018 15:20"	6	0	0	6	0	0	0	0	0	378	223	2
2	"2/8/2018 2:40"	362	87	5	357	1	4	0	0	0	357	271	2
3	"11/30/2015 7:29"	142	2	2	142	0	0	0	0	0	207	667	2
2	"3/2/2018 23:33"	8	0	0	8	0	0	0	0	0	390	417	2
2	"5/29/2018 8:13"	14	0	0	14	0	0	0	0	0	542	708	2
4	"8/6/2016 9:28"	54	0	0	53	1	0	0	0	0	745	779	2
2	"3/31/2017 10:29"	196	1	0	190	6	0	0	0	0	423	119	2
4	"3/2/2014 1:42"	718	20	0	718	0	0	0	0	0	388	85	2
3	"3/8/2016 9:17"	120	4	0	117	1	0	2	0	0	435	768	2
3	"11/22/2017 3:57"	77	17	0	76	1	0	0	0	0	193	486	2
2	"4/1/2018 7:58"	26	0	0	26	0	0	0	0	0	440	694	2
4	"10/23/2013 10:32"	130	0	5	130	0	0	0	0	0	117	121	2
2	"12/9/2017 22:02"	44	0	1	44	0	0	0	0	0	291	345	2
2	"8/24/2012 5:16"	34	12	0	34	0	0	0	0	0	712	552	2
2	"12/19/2013 0:01"	9	0	0	9	0	0	0	0	0	250	2	2
4	"7/25/2017 5:05"	17	0	0	17	0	0	0	0	0	652	542	2
2	"8/9/2017 2:11"	1	0	0	1	0	0	0	0	0	751	244	2
4	"12/10/2017 4:48"	2	0	0	2	0	0	0	0	0	228	528	2
2	"1/31/2013 7:10"	34	0	0	34	0	0	0	0	0	59	648	2
4	"3/9/2017 22:56"	591	560	49	498	84	3	4	1	1	437	387	2
4	"10/11/2013 0:00"	83	1	0	83	0	0	0	0	0	79	1	2
2	"8/13/2012 4:02"	21	17	0	21	0	0	0	0	0	686	491	2
4	"4/27/2017 3:14"	272	265	20	228	44	0	0	0	0	475	450	2
2	"2/2/2018 23:32"	306	32	4	302	2	2	0	0	0	323	416	2
2	"2/15/2018 1:55"	110	66	3	107	2	1	0	0	0	308	96	2
2	"11/27/2013 20:57"	99	11	0	99	0	0	0	0	0	200	308	2
2	"9/22/2016 3:01"	164	17	1	156	7	1	0	0	0	788	439	2
3	"3/16/2016 9:15"	103	8	0	103	0	0	0	0	0	377	766	2
2	"1/13/2018 1:48"	28	0	0	28	0	0	0	0	0	13	91	2
2	"11/19/2017 23:07"	18	3	2	18	0	0	0	0	0	184	395	2
2	"12/4/2017 1:46"	18	1	0	18	0	0	0	0	0	284	89	2
2	"9/1/2012 0:41"	21	0	0	21	0	0	0	0	0	752	31	2
4	"12/10/2017 1:05"	169	293	195	99	69	0	1	0	0	228	53	2
4	"10/20/2016 1:15"	41	0	3	39	1	0	0	1	0	109	63	2
4	"3/31/2018 22:06"	18	1	3	18	0	0	0	0	0	424	348	2
2	"12/30/2017 20:47"	1	0	0	0	1	0	0	0	0	282	303	2
2	"1/17/2018 2:06"	12	0	0	12	0	0	0	0	0	23	239	2
3	"9/18/2017 0:39"	39	3	0	38	1	0	0	0	0	775	30	2
4	"4/21/2018 8:16"	183	0	11	183	0	0	0	0	0	464	711	2
2	"1/31/2013 5:51"	38	9	0	38	0	0	0	0	0	59	581	2
2	"5/18/2018 3:12"	318	2	4	316	2	0	0	0	0	520	448	2
2	"1/15/2018 2:37"	49	0	0	48	0	1	0	0	0	19	268	2
4	"11/12/2017 1:24"	7	0	0	7	0	0	0	0	0	168	71	2
2	"10/6/2012 9:40"	17	0	0	17	0	0	0	0	0	149	789	2
2	"11/18/2017 23:50"	8	1	0	8	0	0	0	0	0	183	430	2
2	"8/19/2012 23:26"	16	0	0	16	0	0	0	0	0	697	412	2
2	"11/4/2012 10:50"	11	6	0	11	0	0	0	0	0	209	137	2
2	"1/30/2016 4:22"	469	10	0	469	0	0	0	0	0	57	507	2
2	"9/29/2016 7:53"	127	6	0	124	3	0	0	0	0	807	689	2
2	"5/25/2018 2:32"	23	0	0	23	0	0	0	0	0	536	263	2
2	"9/5/2017 4:23"	291	472	25	282	7	2	0	0	0	819	508	2
2	"1/10/2018 2:35"	18	0	0	18	0	0	0	0	0	4	266	2
4	"5/13/2018 22:57"	1	0	0	1	0	0	0	0	0	510	388	2
2	"3/8/2016 10:21"	110	3	0	110	0	0	0	0	0	435	112	2
2	"11/28/2017 2:20"	17	0	0	17	0	0	0	0	0	202	251	2
2	"2/13/2018 4:19"	15	5	0	14	0	1	0	0	0	303	505	2
2	"1/13/2013 0:41"	16	0	0	16	0	0	0	0	0	11	31	2
4	"6/26/2017 2:44"	134	5	1	133	1	0	0	0	0	595	275	2
2	"9/9/2012 2:01"	16	1	0	16	0	0	0	0	0	827	235	2
2	"9/15/2012 22:50"	14	1	2	14	0	0	0	0	0	769	382	2
4	"5/10/2018 0:57"	110	369	159	73	33	2	2	0	0	502	45	2
2	"8/4/2017 7:59"	0	0	0	0	0	0	0	0	0	737	695	2
2	"10/13/2012 11:49"	16	7	0	16	0	0	0	0	0	84	173	2
2	"4/6/2013 11:20"	132	7	0	132	0	0	0	0	0	488	154	2
2	"8/19/2012 4:44"	18	12	0	18	0	0	0	0	0	697	525	2
2	"4/29/2018 8:52"	28	1	0	27	1	0	0	0	0	478	746	2
2	"3/4/2017 9:33"	67	9	0	66	1	0	0	0	0	427	783	2
2	"2/27/2018 6:19"	107	21	1	105	1	1	0	0	0	345	602	2
2	"3/16/2018 2:00"	43	12	1	43	0	0	0	0	0	378	234	2
4	"12/1/2017 23:58"	3	0	0	3	0	0	0	0	0	226	436	2
4	"1/16/2018 22:38"	230	517	86	193	36	1	0	0	0	22	372	2
2	"3/2/2018 1:25"	134	7	3	128	3	3	0	0	0	390	72	2
2	"2/24/2016 4:01"	629	7	0	625	2	1	1	0	0	335	490	2
2	"11/24/2017 8:33"	23	1	0	23	0	0	0	0	0	196	727	2
2	"1/21/2018 4:11"	8	1	0	8	0	0	0	0	0	34	497	2
3	"9/24/2017 5:00"	143	12	0	143	0	0	0	0	0	796	538	2
4	"12/20/2017 11:27"	77	511	36	45	26	2	1	0	3	257	158	2
2	"3/28/2018 2:53"	10	5	0	10	0	0	0	0	0	412	284	2
2	"3/21/2017 0:24"	33	9	1	33	0	0	0	0	0	394	21	2
2	"2/27/2013 5:49"	40	1	0	40	0	0	0	0	0	343	579	2
3	"3/3/2016 9:54"	43	8	0	42	1	0	0	0	0	416	800	2
2	"4/17/2016 21:59"	179	1	0	177	2	0	0	0	0	453	343	2
4	"11/15/2013 5:41"	200	6	0	200	0	0	0	0	0	173	573	2
2	"5/2/2018 3:46"	3	0	0	3	0	0	0	0	0	526	476	2
4	"1/19/2018 9:06"	35	1	0	35	0	0	0	0	0	29	758	2
4	"3/4/2018 5:07"	3	0	0	3	0	0	0	0	0	428	543	2
2	"5/12/2018 1:57"	824	106	6	810	10	4	0	0	0	508	98	2
4	"2/13/2018 1:16"	186	235	46	163	19	0	3	0	1	303	64	2
2	"8/14/2012 9:26"	16	3	0	16	0	0	0	0	0	688	777	2
1	"2/22/2018 8:25"	165	0	52	161	1	2	1	0	0	329	719	2
2	"6/7/2018 22:50"	52	1	1	52	0	0	0	0	0	614	382	2
2	"12/23/2017 1:37"	16	0	0	16	0	0	0	0	0	268	82	2
4	"8/10/2017 1:24"	398	605	30	348	44	3	3	0	0	680	71	2
2	"7/31/2017 4:49"	22	4	0	22	0	0	0	0	0	669	529	2
2	"4/8/2018 5:10"	313	4	2	305	6	2	0	0	0	495	546	2
2	"8/27/2012 5:22"	10	5	0	10	0	0	0	0	0	721	557	2
2	"7/16/2012 9:38"	25	0	0	25	0	0	0	0	0	628	787	2
2	"8/1/2016 2:53"	120	1	1	117	3	0	0	0	0	677	284	2
3	"3/3/2016 10:41"	67	5	0	66	1	0	0	0	0	416	129	2
2	"6/14/2013 9:53"	28	0	0	28	0	0	0	0	0	570	799	2
2	"8/18/2017 4:25"	88	8	4	82	3	3	0	0	0	696	510	2
2	"8/25/2012 22:56"	12	1	0	12	0	0	0	0	0	715	387	2
2	"2/12/2018 9:31"	14	3	1	13	1	0	0	0	0	301	781	2
2	"4/30/2018 23:57"	45	2	0	44	1	0	0	0	0	483	435	2
2	"8/11/2012 9:17"	23	11	0	23	0	0	0	0	0	681	768	2
2	"1/15/2018 7:58"	102	8	3	100	2	0	0	0	0	19	694	2
4	"2/12/2014 11:54"	412	17	0	412	0	0	0	0	0	298	176	2
4	"11/6/2017 4:01"	1	0	0	1	0	0	0	0	0	218	490	2
4	"2/3/2018 1:08"	122	307	70	93	24	0	3	1	1	348	56	2
4	"3/3/2018 1:06"	163	767	176	98	64	0	1	0	0	418	54	2
4	"11/24/2017 3:41"	3	0	0	3	0	0	0	0	0	196	471	2
4	"9/11/2013 2:05"	137	3	1	137	0	0	0	0	0	758	238	2
2	"1/30/2018 8:08"	477	3	0	475	2	0	0	0	0	58	704	2
2	"10/19/2017 6:01"	164	53	0	152	2	10	0	0	0	105	587	2
4	"11/15/2017 2:18"	126	266	72	77	48	0	1	0	0	175	249	2
2	"11/28/2017 11:57"	10	0	1	10	0	0	0	0	0	202	178	2
2	"11/20/2013 0:15"	66	1	0	66	0	0	0	0	0	189	14	2
4	"12/1/2017 5:29"	5	1	0	5	0	0	0	0	0	226	563	2
2	"4/13/2018 18:15"	637	3	6	625	11	1	0	0	0	448	229	2
2	"12/15/2017 7:17"	29	0	0	29	0	0	0	0	0	239	655	2
2	"10/8/2013 7:26"	47	1	0	47	0	0	0	0	0	156	664	2
2	"9/24/2012 1:00"	13	2	2	13	0	0	0	0	0	793	48	2
2	"9/29/2012 8:24"	23	4	0	23	0	0	0	0	0	806	718	2
2	"6/30/2017 5:42"	6	1	0	6	0	0	0	0	0	605	574	2
4	"6/5/2018 7:05"	172	555	240	121	49	1	1	0	0	610	643	2
3	"9/20/2017 22:42"	97	11	0	96	0	1	0	0	0	783	375	2
2	"2/5/2018 10:56"	155	4	4	154	1	0	0	0	0	351	140	2
2	"8/11/2012 9:41"	26	13	1	26	0	0	0	0	0	681	790	2
4	"3/27/2018 7:37"	206	1	38	202	3	1	0	0	0	411	675	2
3	"2/18/2016 2:30"	73	19	2	73	0	0	0	0	0	317	261	2
2	"4/2/2018 1:52"	112	34	1	112	0	0	0	0	0	458	94	2
2	"9/16/2017 3:23"	98	8	3	95	1	2	0	0	0	772	457	2
4	"6/13/2018 0:59"	27	0	18	27	0	0	0	0	0	569	47	2
2	"4/9/2016 7:56"	51	8	0	51	0	0	0	0	0	496	692	2
4	"10/7/2013 10:35"	23	7	16	23	0	0	0	0	0	152	124	2
4	"6/1/2018 7:07"	50	0	6	49	1	0	0	0	0	562	645	2
2	"12/9/2017 1:29"	50	1	0	49	1	0	0	0	0	291	75	2
2	"8/24/2017 1:31"	37	0	0	34	1	1	0	1	0	714	77	2
2	"12/29/2017 2:22"	4	0	0	4	0	0	0	0	0	279	253	2
2	"7/24/2013 0:31"	102	5	0	102	0	0	0	0	0	649	25	2
4	"6/12/2018 7:01"	33	0	6	33	0	0	0	0	0	567	639	2
4	"1/27/2018 22:01"	177	706	186	98	77	0	2	0	0	47	344	2
4	"11/2/2013 10:32"	169	6	5	169	0	0	0	0	0	186	121	2
4	"3/4/2018 2:55"	1	0	0	1	0	0	0	0	0	428	286	2
3	"7/17/2017 0:27"	4	0	0	4	0	0	0	0	0	633	24	2
4	"4/8/2018 8:51"	254	11	27	253	1	0	0	0	0	495	745	2
2	"8/1/2016 2:55"	126	4	1	122	3	1	0	0	0	677	286	2
4	"3/30/2018 7:05"	150	398	187	105	38	2	3	1	1	421	643	2
2	"4/4/2013 12:03"	46	3	1	46	0	0	0	0	0	484	180	2
2	"9/16/2012 6:04"	31	12	0	31	0	0	0	0	0	770	590	2
2	"4/19/2018 7:05"	851	100	11	834	5	10	2	0	0	457	643	2
3	"4/21/2018 0:36"	364	2	0	361	2	1	0	0	0	464	28	2
4	"1/7/2017 23:09"	171	84	4	159	10	2	0	0	0	69	397	2
2	"10/26/2017 23:48"	6	0	0	6	0	0	0	0	0	128	428	2
2	"11/29/2017 8:11"	18	0	0	18	0	0	0	0	0	203	706	2
2	"3/12/2018 8:03"	38	1	0	38	0	0	0	0	0	368	699	2
4	"11/20/2017 7:49"	14	0	0	14	0	0	0	0	0	191	685	2
4	"11/6/2017 7:49"	4	0	0	3	1	0	0	0	0	218	685	2
4	"2/18/2018 1:14"	4	0	0	4	0	0	0	0	0	318	62	2
2	"2/26/2018 22:12"	7	0	0	7	0	0	0	0	0	342	353	2
2	"8/25/2012 2:16"	36	13	0	36	0	0	0	0	0	715	247	2
2	"10/15/2012 7:06"	30	9	0	30	0	0	0	0	0	88	644	2
4	"11/24/2017 1:07"	13	0	0	13	0	0	0	0	0	196	55	2
2	"6/12/2018 23:15"	2	4	0	2	0	0	0	0	0	567	402	2
2	"5/4/2018 22:42"	6	0	0	6	0	0	0	0	0	549	375	2
4	"11/14/2017 2:52"	0	0	0	0	0	0	0	0	0	172	283	2
2	"4/23/2016 5:03"	534	0	0	526	5	2	0	0	1	468	541	2
4	"11/6/2017 2:48"	1	0	0	1	0	0	0	0	0	218	279	2
4	"3/28/2018 20:42"	12	0	8	12	0	0	0	0	0	412	301	2
2	"6/25/2013 0:12"	18	1	0	18	0	0	0	0	0	589	12	2
2	"12/24/2013 9:12"	100	1	1	100	0	0	0	0	0	269	763	2
2	"4/19/2018 11:46"	10	0	0	9	1	0	0	0	0	457	171	2
2	"7/22/2017 3:49"	2	0	0	2	0	0	0	0	0	645	479	2
2	"6/11/2018 23:24"	12	0	0	12	0	0	0	0	0	565	410	2
3	"8/20/2017 2:43"	52	4	0	50	1	1	0	0	0	703	274	2
2	"3/18/2017 5:10"	629	16	1	610	16	2	1	0	0	382	546	2
4	"8/25/2017 23:04"	142	683	49	118	21	0	1	1	1	718	393	2
4	"6/6/2018 7:00"	78	209	132	64	14	0	0	0	0	611	638	2
4	"10/9/2013 22:38"	273	35	2	273	0	0	0	0	0	159	372	2
4	"1/15/2017 4:01"	110	21	0	102	6	1	1	0	0	18	490	2
4	"12/4/2017 8:57"	1	0	0	1	0	0	0	0	0	284	750	2
2	"6/11/2018 1:35"	72	1	1	72	0	0	0	0	0	565	80	2
4	"12/27/2017 7:41"	4	0	0	4	0	0	0	0	0	276	678	2
2	"5/10/2017 2:48"	111	6	0	110	1	0	0	0	0	501	279	2
2	"3/13/2018 2:05"	29	2	1	29	0	0	0	0	0	369	238	2
4	"11/29/2017 7:07"	36	0	0	36	0	0	0	0	0	203	645	2
2	"3/25/2018 2:29"	146	34	0	144	2	0	0	0	0	407	260	2
2	"6/10/2018 1:23"	12	0	0	12	0	0	0	0	0	564	70	2
2	"7/24/2013 21:55"	122	2	0	122	0	0	0	0	0	649	340	2
4	"8/5/2017 4:43"	61	278	13	53	8	0	0	0	0	741	524	2
4	"5/31/2018 1:03"	79	1	19	79	0	0	0	0	0	547	51	2
4	"12/10/2017 3:21"	1	0	0	1	0	0	0	0	0	228	455	2
2	"11/12/2017 3:10"	4	0	0	4	0	0	0	0	0	168	446	2
2	"1/10/2018 7:21"	53	0	2	53	0	0	0	0	0	4	659	2
4	"1/26/2014 23:53"	340	11	0	340	0	0	0	0	0	44	432	2
2	"4/6/2018 19:13"	87	12	0	84	1	2	0	0	0	489	231	2
4	"8/3/2017 10:07"	4	0	0	4	0	0	0	0	0	729	104	2
